id,file_name,company,date,total,address,confidence_json,raw_json,items_json
59,X51006008105.jpg,AEON CO. (M) BHD,21/03/2018,65.1,"AEON TAMAN MALURI SC JUN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR GST ID","{""COMPANY"": 0.9978501051664352, ""ADDRESS"": 0.9918084910937718, ""TOTAL"": 0.9985774755477905, ""DATE"": 0.9972661733627319}","{""COMPANY"": ""AEON CO. (M) BHD"", ""ADDRESS"": ""AEON TAMAN MALURI SC JUN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR GST ID"", ""TOTAL"": ""65.10"", ""DATE"": ""21/03/2018""}",
60,X51006008166.jpg,,14/01/2018,750.0,"LEVEL 2, PAVILION KUALA LUMPUR, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA. Tel:","{""ADDRESS"": 0.9491711173738752, ""DATE"": 0.9984405636787415, ""TOTAL"": 0.998298704624176}","{""ADDRESS"": ""LEVEL 2, PAVILION KUALA LUMPUR, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA. Tel:"", ""DATE"": ""14/01/2018"", ""TOTAL"": ""750.00""}",
61,X51006311778.jpg,,,,,{},{},
62,X51006327978.jpg,SOON FATT S/R,9/2/2017,362.5,"1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR. TEL +","{""COMPANY"": 0.9858641425768534, ""ADDRESS"": 0.9601620344015268, ""TOTAL"": 0.9952298402786255, ""DATE"": 0.9936489462852478}","{""COMPANY"": ""SOON FATT S/R"", ""ADDRESS"": ""1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR. TEL +"", ""TOTAL"": ""362.50"", ""DATE"": ""9/2/2017""}",
63,X51006328937.jpg,,31/03/2017,12.145,"69 JALAN NOVA US/N, SEESYEN US SUBANG","{""ADDRESS"": 0.7453666925430298, ""DATE"": 0.9978171586990356, ""TOTAL"": 0.9944873452186584}","{""ADDRESS"": ""69 JALAN NOVA US/N, SEESYEN US SUBANG"", ""DATE"": ""31/03/2017"", ""TOTAL"": ""12.145""}",
64,X51006334699.jpg,,,,"PTA7920,","{""ADDRESS"": 0.9115086793899536}","{""ADDRESS"": ""PTA7920,""}",
65,X51006334770.jpg,S&Y STATIONERY,09-Jan-2017,1.4,"JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG SEKSYEN U5 40150 SHAH ALAM, SELANGOR TEL / FAX","{""COMPANY"": 0.9973812401294708, ""ADDRESS"": 0.9918603077530861, ""DATE"": 0.9985026121139526, ""TOTAL"": 0.9981828331947327}","{""COMPANY"": ""S&Y STATIONERY"", ""ADDRESS"": ""JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG SEKSYEN U5 40150 SHAH ALAM, SELANGOR TEL / FAX"", ""DATE"": ""09-Jan-2017"", ""TOTAL"": ""1.40""}",
66,X51006335314.jpg,co LET RESTAURANT,,92.15,,"{""COMPANY"": 0.983259121576945, ""TOTAL"": 0.9473397135734558}","{""COMPANY"": ""co LET RESTAURANT"", ""TOTAL"": ""92.15""}",
67,X51006387813.jpg,TOKYO KITCHEN SDN BHD,23-04-2017,113.8,"FLOOR,CITTA MALL, NO 1, JALAN PJU, 1A/4B, JLN Pu 1,ARA DAMANSARA, 47301 PETALING JAYA. SELANGOR. ; GST","{""COMPANY"": 0.9949454814195633, ""ADDRESS"": 0.962792133583742, ""DATE"": 0.9986131191253662, ""TOTAL"": 0.9978452920913696}","{""COMPANY"": ""TOKYO KITCHEN SDN BHD"", ""ADDRESS"": ""FLOOR,CITTA MALL, NO 1, JALAN PJU, 1A/4B, JLN Pu 1,ARA DAMANSARA, 47301 PETALING JAYA. SELANGOR. ; GST"", ""DATE"": ""23-04-2017"", ""TOTAL"": ""113.80""}",
68,X51006388089.jpg,,,403.0,,"{""TOTAL"": 0.9951831698417664}","{""TOTAL"": ""403.00""}",
69,X51006389865.jpg,RESTORAN WAN so,,62.0,"Temenggung 19/9. seksy 9, Bandar Mahkota Cheras, ~ 43200 Cherag, Selangor GST REG","{""COMPANY"": 0.9799713095029196, ""ADDRESS"": 0.9954622250336868, ""TOTAL"": 0.5776731371879578}","{""COMPANY"": ""RESTORAN WAN so"", ""ADDRESS"": ""Temenggung 19/9. seksy 9, Bandar Mahkota Cheras, ~ 43200 Cherag, Selangor GST REG"", ""TOTAL"": ""62.""}",
70,X51006392122.jpg,,,,,{},{},
71,X51006392313.jpg,CUPER.SEVEN CASH 6 CARRY SEN SHO,22-06-2017,,,"{""COMPANY"": 0.9941743910312653, ""DATE"": 0.9987622499465942}","{""COMPANY"": ""CUPER.SEVEN CASH 6 CARRY SEN SHO"", ""DATE"": ""22-06-2017""}",
72,X51006414599.jpg,LO TA AVENDER CONFECTIONERY & BAKERY COMPANY,14/04/2018,12.3,"G30, AEON Mall TEBRAU CITY, NO, 1, JALAN DESA TEBRAU, MAN DESA TEBRAU, 81100 JOHOR TEL :","{""COMPANY"": 0.9073388917105538, ""ADDRESS"": 0.977788136285894, ""DATE"": 0.9977512955665588, ""TOTAL"": 0.9971693158149719}","{""COMPANY"": ""LO TA AVENDER CONFECTIONERY & BAKERY COMPANY"", ""ADDRESS"": ""G30, AEON Mall TEBRAU CITY, NO, 1, JALAN DESA TEBRAU, MAN DESA TEBRAU, 81100 JOHOR TEL :"", ""DATE"": ""14/04/2018"", ""TOTAL"": ""12.30""}",
73,X51006414636.jpg,,,,,{},{},
74,X51006414671.jpg,UNIHAKKA INTERNATIONAL SDN BHD,19 Apr 2018,9.9,"Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor TAX","{""COMPANY"": 0.9984133690595627, ""DATE"": 0.9992310007413229, ""ADDRESS"": 0.9923020526766777, ""TOTAL"": 0.9983341097831726}","{""COMPANY"": ""UNIHAKKA INTERNATIONAL SDN BHD"", ""DATE"": ""19 Apr 2018"", ""ADDRESS"": ""Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor TAX"", ""TOTAL"": ""$9.90""}",
75,X51006414677.jpg,2 TEA LEAF (M) SDN. BHD.,08/04/2018,12.0,lot,"{""COMPANY"": 0.9879913727442423, ""ADDRESS"": 0.5026454329490662, ""DATE"": 0.9970712661743164, ""TOTAL"": 0.9976276755332947}","{""COMPANY"": ""2 TEA LEAF (M) SDN. BHD."", ""ADDRESS"": ""lot"", ""DATE"": ""08/04/2018"", ""TOTAL"": ""12.00""}",
76,X51006414700.jpg,AEON CO. (M) BHD,22/04/2018,10.2,"AEON TAMAN MALURI JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR GST ID","{""COMPANY"": 0.9976062029600143, ""ADDRESS"": 0.9673976852343633, ""TOTAL"": 0.9985572695732117, ""DATE"": 0.997498095035553}","{""COMPANY"": ""AEON CO. (M) BHD"", ""ADDRESS"": ""AEON TAMAN MALURI JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR GST ID"", ""TOTAL"": ""10.20"", ""DATE"": ""22/04/2018""}",
77,X51006414703.jpg,AFON CO. (M) BHD,22/04/2018,,"AEON TAMAN MALURT SC JLN JEJAKA, TAMAN MALURT CHERAS, 55100 KUALA LUMPUR GST ID","{""COMPANY"": 0.9975731819868088, ""ADDRESS"": 0.9749360510281154, ""DATE"": 0.9967286586761475}","{""COMPANY"": ""AFON CO. (M) BHD"", ""ADDRESS"": ""AEON TAMAN MALURT SC JLN JEJAKA, TAMAN MALURT CHERAS, 55100 KUALA LUMPUR GST ID"", ""DATE"": ""22/04/2018""}",
78,X51006414708.jpg,RESTORAN HWA MUI SUTERA SDN BHD,29/04/2018,101.5,"SUTERA TANJUNG 6/4 TAMAN SUTERA UTAMA, 81300 SKUDAI JOHOR TEL:","{""COMPANY"": 0.9899650812149048, ""ADDRESS"": 0.854954183101654, ""DATE"": 0.9950778484344482, ""TOTAL"": 0.9923977255821228}","{""COMPANY"": ""RESTORAN HWA MUI SUTERA SDN BHD"", ""ADDRESS"": ""SUTERA TANJUNG 6/4 TAMAN SUTERA UTAMA, 81300 SKUDAI JOHOR TEL:"", ""DATE"": ""29/04/2018"", ""TOTAL"": ""101.50""}",
79,X51006414715.jpg,SECRET RECIPE RESTAURANT,4/22/2018,,"Lot G16, Permas Jaya Jusco Tel","{""COMPANY"": 0.9971183141072592, ""ADDRESS"": 0.8387243350346884, ""DATE"": 0.9959555864334106}","{""COMPANY"": ""SECRET RECIPE RESTAURANT"", ""ADDRESS"": ""Lot G16, Permas Jaya Jusco Tel"", ""DATE"": ""4/22/2018""}",
80,X51006441474.jpg,TF Value-Mart Sdn Bhd,19/05/18,52.8,Jalan Tras Batu 1 28700 Bentong Pahang Darul Makmur. Tel :,"{""COMPANY"": 0.9946099072694778, ""ADDRESS"": 0.9402278770099987, ""DATE"": 0.9972655773162842, ""TOTAL"": 0.9972622394561768}","{""COMPANY"": ""TF Value-Mart Sdn Bhd"", ""ADDRESS"": ""Jalan Tras Batu 1 28700 Bentong Pahang Darul Makmur. Tel :"", ""DATE"": ""19/05/18"", ""TOTAL"": ""52.80""}",
81,X51006466062.jpg,,16-04-2018,,JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR,"{""ADDRESS"": 0.9765101330620902, ""DATE"": 0.9982435703277588}","{""ADDRESS"": ""JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR"", ""DATE"": ""16-04-2018""}",
82,X51006466778.jpg,,,,,{},{},
83,X51006555072.jpg,DIGI,13/10/2017,234.4,"315, SHOPPING CENTRE, LEBUH BANDAR UTAMA-BANDAR UTANA, Petaling Jaya, 47800 LANGOR TAX GST","{""COMPANY"": 0.8377698659896851, ""ADDRESS"": 0.9894133576980004, ""DATE"": 0.9984238147735596, ""TOTAL"": 0.9956122636795044}","{""COMPANY"": ""DIGI"", ""ADDRESS"": ""315, SHOPPING CENTRE, LEBUH BANDAR UTAMA-BANDAR UTANA, Petaling Jaya, 47800 LANGOR TAX GST"", ""DATE"": ""13/10/2017"", ""TOTAL"": ""234.40""}",
84,X51006555125.jpg,KHIAM AIK CHAN SDN BHD,,,,"{""COMPANY"": 0.9981515884399415}","{""COMPANY"": ""KHIAM AIK CHAN SDN BHD""}",
85,X51006555806.jpg,GARDENIA BAKERIES (KL) SDN BHD,30/07/2017,39.01,"3, 23/1, 40300 Shah Alam, Selangor. Tel: 03.","{""COMPANY"": 0.9977643251419067, ""ADDRESS"": 0.970506452023983, ""DATE"": 0.9986836314201355, ""TOTAL"": 0.6698875427246094}","{""COMPANY"": ""GARDENIA BAKERIES (KL) SDN BHD"", ""ADDRESS"": ""3, 23/1, 40300 Shah Alam, Selangor. Tel: 03."", ""DATE"": ""30/07/2017"", ""TOTAL"": ""39.01""}",
86,X51006555819.jpg,,23/07/2017,,,"{""DATE"": 0.9981284737586975}","{""DATE"": ""23/07/2017""}",
87,X51006556596.jpg,AR AREREES SDN,08/2017,41.44,"3, Jalan Pelabur 23/1, 40300 Selangor. 23228","{""COMPANY"": 0.7748888731002808, ""ADDRESS"": 0.9261462943894523, ""DATE"": 0.9849991202354431, ""TOTAL"": 0.9869901537895203}","{""COMPANY"": ""AR AREREES SDN"", ""ADDRESS"": ""3, Jalan Pelabur 23/1, 40300 Selangor. 23228"", ""DATE"": ""08/2017"", ""TOTAL"": ""41.44""}",
88,X51006556815.jpg,,65/09/2617,,"Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel:","{""ADDRESS"": 0.9595639482140541, ""DATE"": 0.9785307049751282}","{""ADDRESS"": ""Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel:"", ""DATE"": ""65/09/2617""}",
89,X51006556818.jpg,,63/03/2017,29.59,,"{""DATE"": 0.9974026083946228, ""TOTAL"": 0.9980008006095886}","{""DATE"": ""63/03/2017"", ""TOTAL"": ""29.59""}",
90,X51006556829.jpg,,24/09/2017,38.55,"3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Vel:","{""ADDRESS"": 0.9415839314460754, ""DATE"": 0.9970986843109131, ""TOTAL"": 0.9976147413253784}","{""ADDRESS"": ""3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Vel:"", ""DATE"": ""24/09/2017"", ""TOTAL"": ""38.55""}",
91,X51006556831.jpg,PINGHWAI TRADING SDN BHD,30/09/2017,616.59,"METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR. TEL :","{""COMPANY"": 0.9648781418800354, ""ADDRESS"": 0.9943867802619935, ""DATE"": 0.9987074136734009, ""TOTAL"": 0.9908118844032288}","{""COMPANY"": ""PINGHWAI TRADING SDN BHD"", ""ADDRESS"": ""METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR. TEL :"", ""DATE"": ""30/09/2017"", ""TOTAL"": ""616.59""}",
92,X51006556851.jpg,,12/09/2017,84.7,"Jalan Pefabur 23/1, 40300 Shah Alam, Selangor. Tel:","{""ADDRESS"": 0.9434503391385078, ""DATE"": 0.9983606934547424, ""TOTAL"": 0.9983842372894287}","{""ADDRESS"": ""Jalan Pefabur 23/1, 40300 Shah Alam, Selangor. Tel:"", ""DATE"": ""12/09/2017"", ""TOTAL"": ""84.7""}",
93,X51006556861.jpg,,08/49/2017,,"X) Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Vel:","{""ADDRESS"": 0.9045967062314352, ""DATE"": 0.9981020092964172}","{""ADDRESS"": ""X) Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Vel:"", ""DATE"": ""08/49/2017""}",
94,X51006557161.jpg,GARDENIA BAKERIES (KL) SDN BHD,24/10/2017,41.87,"Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. ‘Tel:","{""COMPANY"": 0.994836151599884, ""ADDRESS"": 0.9832213446497917, ""DATE"": 0.9982843995094299, ""TOTAL"": 0.9970377683639526}","{""COMPANY"": ""GARDENIA BAKERIES (KL) SDN BHD"", ""ADDRESS"": ""Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. \u2018Tel:"", ""DATE"": ""24/10/2017"", ""TOTAL"": ""41.87""}",
95,X51006557202.jpg,,,46.06,"Jalan Pelabur 23/1, 40300 Shah Alain, Selangor. Vel:","{""ADDRESS"": 0.9475360214710236, ""TOTAL"": 0.9828055500984192}","{""ADDRESS"": ""Jalan Pelabur 23/1, 40300 Shah Alain, Selangor. Vel:"", ""TOTAL"": ""46.06""}",
96,X51006619342.jpg,,17-04-16,3.3,"& 1851-B, JALAN KPR 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID","{""ADDRESS"": 0.9576061538287571, ""TOTAL"": 0.7242217063903809, ""DATE"": 0.9965537786483765}","{""ADDRESS"": ""& 1851-B, JALAN KPR 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID"", ""TOTAL"": ""RM 3.30"", ""DATE"": ""17-04-16""}",
97,X51006619564.jpg,,,,,{},{},
98,X51006619570.jpg,,,,"& 1851-B, JALAN KPB 4, KAWASAN PERTNDUSTRIAN BALAKONG, 43500 SERT KEMBANGAN, SELANGOR (G81 IB","{""ADDRESS"": 0.9576895194394248}","{""ADDRESS"": ""& 1851-B, JALAN KPB 4, KAWASAN PERTNDUSTRIAN BALAKONG, 43500 SERT KEMBANGAN, SELANGOR (G81 IB""}",
99,X51006619704.jpg,,,,,{},{},
100,X51006619766.jpg,,10-01-16,60.2,"1851-B, JALAN KPB 4, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID","{""ADDRESS"": 0.9893006819945115, ""TOTAL"": 0.6540824174880981, ""DATE"": 0.9985129237174988}","{""ADDRESS"": ""1851-B, JALAN KPB 4, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID"", ""TOTAL"": ""60.20"", ""DATE"": ""10-01-16""}",
101,X51006619863.jpg,99 SPEED MART S/B,,,"P.T. 33198, BATU 4 JALAN KAPAR, MUKIN KAPAR 42100 KLANG, SELANGOR SRI SINAR GST NOs","{""COMPANY"": 0.9979560375213623, ""ADDRESS"": 0.9926680564880371}","{""COMPANY"": ""99 SPEED MART S/B"", ""ADDRESS"": ""P.T. 33198, BATU 4 JALAN KAPAR, MUKIN KAPAR 42100 KLANG, SELANGOR SRI SINAR GST NOs""}",
102,X51006733494.jpg,,,,,{},{},
103,X51006828199.jpg,Pu Tien,12/10/2017,,"2-25, Sunway Velocity Mal Lingkaran SY, Sunway Velocity 56100 Kuala Lumpur Tel:","{""COMPANY"": 0.9866030812263489, ""ADDRESS"": 0.9625309308369955, ""DATE"": 0.9986510872840881}","{""COMPANY"": ""Pu Tien"", ""ADDRESS"": ""2-25, Sunway Velocity Mal Lingkaran SY, Sunway Velocity 56100 Kuala Lumpur Tel:"", ""DATE"": ""12/10/2017""}",
104,X51006828201.jpg,& TEA LEAF (H) SDN. BHD.,15/12/2017,39.7,"G047, Ground Floor Mid Valley Megamal| Mid Valley City, Lingkaran Syed Put §9200 Kuala Lumpur GST No.","{""COMPANY"": 0.9281293253103892, ""ADDRESS"": 0.9793486840584699, ""DATE"": 0.9985398054122925, ""TOTAL"": 0.9982684850692749}","{""COMPANY"": ""& TEA LEAF (H) SDN. BHD."", ""ADDRESS"": ""G047, Ground Floor Mid Valley Megamal| Mid Valley City, Lingkaran Syed Put \u00a79200 Kuala Lumpur GST No."", ""DATE"": ""15/12/2017"", ""TOTAL"": ""39.70""}",
105,X51006857540.jpg,BECON STATIONER Becon Enterprise Sdn Bhd,13-11-2017,270.1,"JIn $$21/60, Damansara Utama,47400 PJ, Selango Tel:","{""COMPANY"": 0.9959737261136373, ""ADDRESS"": 0.9698098983083453, ""DATE"": 0.9978048205375671, ""TOTAL"": 0.9960408210754395}","{""COMPANY"": ""BECON STATIONER Becon Enterprise Sdn Bhd"", ""ADDRESS"": ""JIn $$21/60, Damansara Utama,47400 PJ, Selango Tel:"", ""DATE"": ""13-11-2017"", ""TOTAL"": ""270.10""}",
106,X51006912959.jpg,,09/05/2018,10.9,"Sutera Tanjung 8/3, Taman Sutera Utama 81300 Skudai Johor ,Malaysia. GST ID","{""ADDRESS"": 0.9862318088610967, ""DATE"": 0.9975948929786682, ""TOTAL"": 0.9979446530342102}","{""ADDRESS"": ""Sutera Tanjung 8/3, Taman Sutera Utama 81300 Skudai Johor ,Malaysia. GST ID"", ""DATE"": ""09/05/2018"", ""TOTAL"": ""10.90""}",
107,X51006913007.jpg,AEON CO. (M) BHD,27/05/2018,,"AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURT CHERAS, 55100 KUALA LUMPUR GOT ID","{""COMPANY"": 0.9976417422294617, ""ADDRESS"": 0.9749234361307961, ""DATE"": 0.9929646253585815}","{""COMPANY"": ""AEON CO. (M) BHD"", ""ADDRESS"": ""AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURT CHERAS, 55100 KUALA LUMPUR GOT ID"", ""DATE"": ""27/05/2018""}",
108,X51006913018.jpg,AEON CO. (M) BHD,11/05/2018,,"FLR, AEON TAMAN MALURI St JLN JEJAKA, TAMAN CHERAS, 55100 KUALA LUMPUR GST ID","{""COMPANY"": 0.9965654462575912, ""ADDRESS"": 0.9852460452488491, ""DATE"": 0.995212197303772}","{""COMPANY"": ""AEON CO. (M) BHD"", ""ADDRESS"": ""FLR, AEON TAMAN MALURI St JLN JEJAKA, TAMAN CHERAS, 55100 KUALA LUMPUR GST ID"", ""DATE"": ""11/05/2018""}",
109,X51006913024.jpg,UNIHAKKA INTERNATIONAL SDN BHD,14 May 2018,8.9,"Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor TAX","{""COMPANY"": 0.9984018355607986, ""DATE"": 0.9992678960164388, ""ADDRESS"": 0.9938759406407675, ""TOTAL"": 0.9981346130371094}","{""COMPANY"": ""UNIHAKKA INTERNATIONAL SDN BHD"", ""DATE"": ""14 May 2018"", ""ADDRESS"": ""Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor TAX"", ""TOTAL"": ""$8.90""}",
110,X51006913030.jpg,UNIHAKKA INTERNATIONAL SDN BHD,10 May 2018,10.3,"Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor TAX","{""COMPANY"": 0.998238667845726, ""DATE"": 0.9993659655253092, ""ADDRESS"": 0.996005691587925, ""TOTAL"": 0.9979123473167419}","{""COMPANY"": ""UNIHAKKA INTERNATIONAL SDN BHD"", ""DATE"": ""10 May 2018"", ""ADDRESS"": ""Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor TAX"", ""TOTAL"": ""$10.30""}",
111,X51007103639.jpg,MR. D.T.¥. (M) SON BHD,,15.4,"1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No","{""COMPANY"": 0.995046055316925, ""ADDRESS"": 0.9825371844427926, ""TOTAL"": 0.798768937587738}","{""COMPANY"": ""MR. D.T.\u00a5. (M) SON BHD"", ""ADDRESS"": ""1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No"", ""TOTAL"": ""RM 15.40""}",
112,X51007103643.jpg,,19-04-18,,"1851-B, JALAN KPB &, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No","{""ADDRESS"": 0.9862612315586635, ""DATE"": 0.9956300258636475}","{""ADDRESS"": ""1851-B, JALAN KPB &, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No"", ""DATE"": ""19-04-18""}",
113,X51007339098.jpg,SANYO STATIONERY,,8.7,"NO. 31G&33G, JALAN SETIA INDAH X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.998350203037262, ""ADDRESS"": 0.9571574211120606, ""TOTAL"": 0.9980061650276184}","{""COMPANY"": ""SANYO STATIONERY"", ""ADDRESS"": ""NO. 31G&33G, JALAN SETIA INDAH X 40170 SETIA ALAM Mobile"", ""TOTAL"": ""8.70""}",
114,X51007339109.jpg,SANYU STATIONERY,,,"31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.9981340169906616, ""ADDRESS"": 0.9981473207473754}","{""COMPANY"": ""SANYU STATIONERY"", ""ADDRESS"": ""31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile""}",
115,X51007339116.jpg,SANYU STATIONERY,28/10/2017,21.9,"31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.9981627762317657, ""ADDRESS"": 0.9983616650104523, ""TOTAL"": 0.9955350160598755, ""DATE"": 0.998705267906189}","{""COMPANY"": ""SANYU STATIONERY"", ""ADDRESS"": ""31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile"", ""TOTAL"": ""21.90"", ""DATE"": ""28/10/2017""}",
116,X51007339132.jpg,SANYO STATIONERY,,8.7,"NO. 31G&33G, JALAN SETIA INDAH X 40170 SETIA ALAM ~Mobile","{""COMPANY"": 0.998426079750061, ""ADDRESS"": 0.9790932595729828, ""TOTAL"": 0.9980723857879639}","{""COMPANY"": ""SANYO STATIONERY"", ""ADDRESS"": ""NO. 31G&33G, JALAN SETIA INDAH X 40170 SETIA ALAM ~Mobile"", ""TOTAL"": ""8.70""}",
117,X51007339134.jpg,,,6.0,"NO. 31G833G, JALAN SETIA INDAH x x 40170 SETIA ALAM Mohile","{""ADDRESS"": 0.9832218831235712, ""TOTAL"": 0.9850035309791565}","{""ADDRESS"": ""NO. 31G833G, JALAN SETIA INDAH x x 40170 SETIA ALAM Mohile"", ""TOTAL"": ""6.00""}",
118,X51007339135.jpg,SANYO STATIONERY,,8.7,"31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.9984393119812012, ""ADDRESS"": 0.9983036339282989, ""TOTAL"": 0.9975516200065613}","{""COMPANY"": ""SANYO STATIONERY"", ""ADDRESS"": ""31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile"", ""TOTAL"": ""8.70""}",
119,X51007339150.jpg,SANYO STATIONERY,,35.0,"31G&33G, JALAN SETIA INDAH X ,U13/X | 40170 SETIA ALAM Mobile","{""COMPANY"": 0.99838986992836, ""ADDRESS"": 0.9975605336102572, ""TOTAL"": 0.9971871972084045}","{""COMPANY"": ""SANYO STATIONERY"", ""ADDRESS"": ""31G&33G, JALAN SETIA INDAH X ,U13/X | 40170 SETIA ALAM Mobile"", ""TOTAL"": ""35.00""}",
120,X51007339151.jpg,SANYU STATIONERY,15/07/2017,,"31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.9980145990848541, ""ADDRESS"": 0.998239940404892, ""DATE"": 0.9985294342041016}","{""COMPANY"": ""SANYU STATIONERY"", ""ADDRESS"": ""31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile"", ""DATE"": ""15/07/2017""}",
121,X51007339152.jpg,SANYO STATIONERY,,50.0,"31G8&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile","{""COMPANY"": 0.9984036386013031, ""ADDRESS"": 0.9981540322303772, ""TOTAL"": 0.7945805191993713}","{""COMPANY"": ""SANYO STATIONERY"", ""ADDRESS"": ""31G8&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile"", ""TOTAL"": ""50.00""}",
122,X51007339648.jpg,HUAT HARDWARE ENTERERI SE BLA SUM BHD,12/09/2017,30.06,,"{""COMPANY"": 0.9905570830617633, ""DATE"": 0.99869304895401, ""TOTAL"": 0.6144270300865173}","{""COMPANY"": ""HUAT HARDWARE ENTERERI SE BLA SUM BHD"", ""DATE"": ""12/09/2017"", ""TOTAL"": ""30.06""}",
123,X51007339651.jpg,,29/12/2017,,,"{""DATE"": 0.9983915686607361}","{""DATE"": ""29/12/2017""}",
124,X51007391390.jpg,Super Ninety Nine Sdn.Bhd.,31/05/2018,3.0,"Floor, Jalan 18/32, Taman Sri Serdana, 43300 Seri Kembanaan, 603-9545 1212 AST Reg","{""COMPANY"": 0.9945405423641205, ""ADDRESS"": 0.9464144569176894, ""DATE"": 0.9968621730804443, ""TOTAL"": 0.9965583682060242}","{""COMPANY"": ""Super Ninety Nine Sdn.Bhd."", ""ADDRESS"": ""Floor, Jalan 18/32, Taman Sri Serdana, 43300 Seri Kembanaan, 603-9545 1212 AST Reg"", ""DATE"": ""31/05/2018"", ""TOTAL"": ""3.00""}",
125,X51007579725.jpg,,27/06/18,55.9,"B ,7ENITH CORPORATE PARK JALAN 887/26, 47301 PETALING JAYA SELANGOR TEL","{""ADDRESS"": 0.9592788327823986, ""DATE"": 0.9963319897651672, ""TOTAL"": 0.998189389705658}","{""ADDRESS"": ""B ,7ENITH CORPORATE PARK JALAN 887/26, 47301 PETALING JAYA SELANGOR TEL"", ""DATE"": ""27/06/18"", ""TOTAL"": ""55.90""}",
